ActivityNumber,HobbyName,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,WeekDays,NumberOfHours,NumberOfDates, Fee 
255.2.1801,Softball,Enhance Fitness,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,22,30/09/2015,11/12/2015,11:15 a. m.,12:15 p. m.,50,0,W F,20,20, $74.00 
255.2.1802,Space Exploration,Enhance Fitness,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,23,29/09/2015,10/12/2015,11:30 a. m.,12:30 p. m.,50,0,Tu Th,21,21, $77.00 
255.2.1804,Speed Skating,Feldenkrais,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,12,24/08/2015,05/10/2015,08:30 a. m.,09:30 a. m.,50,0,M,6,6, $41.00 
255.2.1806,Spider,Feldenkrais,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,10,19/10/2015,07/12/2015,08:30 a. m.,09:30 a. m.,50,0,M,7,7, $47.00 
255.2.1803,Spinning,Morning Stretch/Body Conditioning,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,10,02/09/2015,09/12/2015,08:30 a. m.,09:30 a. m.,50,0,W,14,14, $28.00 
255.2.1825,Sport fishing,Painting Party,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,7,17/10/2015,17/10/2015,02:30 p. m.,04:30 p. m.,21,0,Sa,2,1, $40.00 
255.2.1807,Sporting dog field trials,Pilates- Gentle,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,3,21/09/2015,26/10/2015,04:00 p. m.,05:00 p. m.,50,0,M,5,5, $36.00 
255.2.1808,Sporting interests,Pilates- Gentle,Fall 2015,Cancelled,Active Adults (50+) Classes,Willow Glen Community Center,0,09/11/2015,07/12/2015,04:00 p. m.,05:00 p. m.,50,0,M,0,0, $36.00 
255.2.1809,Sports,Tai Chi,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,10,03/09/2015,08/10/2015,09:00 a. m.,10:00 a. m.,50,0,Th,6,6, $45.00 
255.2.1810,Sports Cards,Tai Chi,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,7,22/10/2015,10/12/2015,09:00 a. m.,10:00 a. m.,50,0,Th,7,7, $51.00 
255.2.1821,Sports memorabilia,Watercolor & Pastel for Beg,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,14,14/09/2015,02/11/2015,01:00 p. m.,03:00 p. m.,50,0,M,14,7, $78.00 
255.2.1823,Sports on TV,Watercolor & Pastel for Beg,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,15,16/11/2015,07/12/2015,01:00 p. m.,03:00 p. m.,50,0,M,8,4, $48.00 
255.2.1822,Squash,Watercolor & Pastel Int/Adv,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,13,17/09/2015,29/10/2015,01:00 p. m.,03:00 p. m.,50,0,Th,14,7, $78.00 
255.2.1824,Stained Glass,Watercolor & Pastel Int/Adv,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,11,12/11/2015,10/12/2015,01:00 p. m.,03:00 p. m.,50,0,Th,8,4, $48.00 
255.2.1817,Stamp Collecting,Yoga - Gentle,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,16,29/09/2015,27/10/2015,10:00 a. m.,11:00 a. m.,50,0,Tu,5,5, $43.00 
255.2.1818,Stamps,Yoga - Gentle,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,6,17/09/2015,22/10/2015,06:00 p. m.,07:00 p. m.,50,0,Th,6,6, $50.00 
255.2.1819,Stargazing,Yoga - Gentle,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,16,10/11/2015,08/12/2015,10:00 a. m.,11:00 a. m.,50,0,Tu,5,5, $43.00 
255.2.1820,Stereo,Yoga - Gentle,Fall 2015,Closed,Active Adults (50+) Classes,Willow Glen Community Center,10,05/11/2015,17/12/2015,06:00 p. m.,07:00 p. m.,50,0,Th,6,6, $50.00 
251.2.0611,Stocks,Ballroom Dance Beginners,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,7,02/09/2015,28/10/2015,10:00 a. m.,11:30 a. m.,50,0,W,13.5,9, $18.00 
251.2.0612,Stone collecting,Ballroom Dance Beginners,Fall 2015,Cancelled,Active Adults (50+) Programs,Almaden Community Center,0,21/10/2015,16/12/2015,10:00 a. m.,11:30 a. m.,50,0,W,0,0, $18.00 
251.2.1910,Street Racing,Bridge,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,17,27/08/2015,17/12/2015,09:00 a. m.,12:00 p. m.,50,0,Th,48,16, $28.00 
251.2.1808,Street games,Bridge Beginning Class,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,19,03/09/2015,22/10/2015,01:00 p. m.,03:00 p. m.,50,0,Th,16,8, $34.00 
251.2.1813,Sudoku Puzzles,Bridge Beginning Class,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,22,29/10/2015,17/12/2015,01:00 p. m.,03:00 p. m.,50,0,Th,14,7, $31.00 
251.2.1911,Sunbathing,Bridge Intermediate,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,11,25/08/2015,15/12/2015,08:30 a. m.,11:30 a. m.,50,0,Tu,51,17, $28.00 
251.2.1914,Surfing,Creative Arts,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,7,28/08/2015,18/12/2015,10:00 a. m.,12:00 p. m.,50,99,F,32,16, $22.00 
251.2.1920,Survey date,Creative Writing,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,9,25/08/2015,15/12/2015,01:00 p. m.,03:00 p. m.,50,0,Tu,34,17, $25.00 
251.2.1922,Sweepstakes,History Club,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,12,26/08/2015,16/12/2015,10:00 a. m.,12:00 p. m.,50,0,W,24,12, $20.00 
251.2.1924,Sweepstake,Line Dance,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,22,25/08/2015,27/10/2015,09:00 a. m.,10:00 a. m.,50,0,Tu,10,10, $18.00 
251.2.1925,Swimming,Line Dance,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,18,03/11/2015,22/12/2015,09:00 a. m.,10:00 a. m.,50,0,Tu,8,8, $16.00 
251.2.1913,Swimming pool,Mah Jongg,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,12,21/10/2015,16/12/2015,01:00 p. m.,05:00 p. m.,50,0,W,32,8, $28.00 
251.2.1926,Table Tennis,Mah Jongg,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,16,05/08/2015,14/10/2015,01:00 p. m.,05:00 p. m.,50,0,W,44,11, $36.00 
251.2.1923,Table football,Painting Group,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,14,27/08/2015,17/12/2015,09:00 a. m.,12:00 p. m.,50,0,Th,48,16, $20.00 
251.2.1578,Table tennis,Piano Keyboarding 1A,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,5,28/08/2015,16/10/2015,09:30 a. m.,10:15 a. m.,50,0,F,5.25,7, $26.00 
251.2.1579,Tabletop games,Piano Keyboarding 1B,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,8,28/08/2015,16/10/2015,10:30 a. m.,11:15 a. m.,50,0,F,5.25,7, $26.00 
251.2.1982,Tai Chi,Quilters,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,15,25/08/2015,15/12/2015,06:00 p. m.,08:00 p. m.,50,0,Tu,34,17, $26.00 
251.2.1577,Tango Dance,Spanish Intermediate,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,9,02/11/2015,14/12/2015,01:00 p. m.,03:00 p. m.,50,0,M,14,7, $40.00 
251.2.1985,Target shooting,Weekly Dish,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,16,24/08/2015,14/12/2015,10:00 a. m.,12:00 p. m.,50,0,M,30,15, $23.00 
251.2.1990,Target shooting,Yuan Ji Dance,Fall 2015,Closed,Active Adults (50+) Programs,Almaden Community Center,32,24/08/2015,14/12/2015,01:00 p. m.,03:00 p. m.,50,0,M,30,15, $23.00 
213.2.1924,Tarot,"Ballroom Dancing, Beginners",Fall 2015,Cancelled,Active Adults (50+) Programs,Berryessa Community Center,0,12/09/2015,12/12/2015,10:30 a. m.,12:00 p. m.,50,99,Sa,0,0, $16.00 
213.2.1901,Tarot card reading,Chinese Club,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,14,03/09/2015,22/10/2015,08:45 a. m.,10:45 a. m.,50,99,Th,16,8, $15.00 
213.2.1931,Taxidermy,Chinese Club,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,16,29/10/2015,17/12/2015,08:45 a. m.,10:45 a. m.,50,99,Th,14,7, $14.00 
213.2.1904,Team Games,Crochet and Knitting,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,13,03/09/2015,22/10/2015,09:30 a. m.,11:30 a. m.,50,99,Th,16,8, $15.00 
213.2.1905,Telescopes,Crochet and Knitting,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,17,01/09/2015,20/10/2015,09:30 a. m.,11:30 a. m.,50,99,Tu,16,8, $15.00 
213.2.1922,Ten Pin Bowling,Crochet and Knitting,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,17,27/10/2015,29/12/2015,09:30 a. m.,11:30 a. m.,50,99,Tu,20,10, $14.00 
213.2.1923,Tennis,Crochet and Knitting,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,19,29/10/2015,17/12/2015,09:30 a. m.,11:30 a. m.,50,99,Th,14,7, $14.00 
213.2.1900,Texting,ESL - Survival English,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,18,08/09/2015,27/10/2015,08:45 a. m.,10:45 a. m.,50,99,Tu,16,8, $15.00 
213.2.1930,Theater Sports,ESL - Survival English,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,19,03/11/2015,22/12/2015,08:45 a. m.,10:45 a. m.,50,99,Tu,16,8, $14.00 
213.2.1944,Theater/Performing Arts,ESL - Survival English  (BEG),Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,13,02/09/2015,14/10/2015,08:45 a. m.,10:45 a. m.,50,99,W,14,7, $14.00 
213.2.1947,Theatre,ESL - Survival English  (BEG),Fall 2015,Cancelled,Active Adults (50+) Programs,Berryessa Community Center,0,21/10/2015,21/10/2015,08:45 a. m.,10:45 a. m.,50,99,W,2,1, $14.00 
213.2.1921,Third person shooter games,Intro. to iPad & iPhone- Level 2/Int.,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,16,28/09/2015,09/11/2015,10:30 a. m.,12:00 p. m.,50,0,M,9,6, $16.00 
213.2.1982,Thriller,Ipad Basics,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,15,06/11/2015,18/12/2015,09:00 a. m.,10:00 a. m.,50,99,F,6,6, $16.00 
213.2.1902,Tie dying,Jewelry  Making,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,8,14/09/2015,14/12/2015,01:00 p. m.,03:00 p. m.,50,99,M,26,13, $20.00 
213.2.1914,Tile-based games,Line Dancing,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,37,01/09/2015,13/10/2015,01:00 p. m.,02:15 p. m.,50,99,Tu,8.75,7, $14.00 
213.2.1915,Timeshare,Line Dancing,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,34,20/10/2015,08/12/2015,01:00 p. m.,02:15 p. m.,50,99,Tu,10,8, $14.00 
213.2.1906,Touch football,Self Aerobics,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,33,31/08/2015,26/10/2015,10:00 a. m.,11:00 a. m.,50,99,M,7,7, $14.00 
213.2.1907,Tour skating,Self Aerobics,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,50,03/09/2015,15/10/2015,08:45 a. m.,10:00 a. m.,50,99,Th,8.75,7, $14.00 
213.2.1910,Toys,Self Aerobics,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,49,31/08/2015,26/10/2015,09:00 a. m.,09:45 a. m.,50,99,M,5.25,7, $14.00 
213.2.1918,Track &amp,Self Aerobics,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,29,02/11/2015,14/12/2015,10:00 a. m.,11:00 a. m.,50,99,M,7,7, $14.00 
213.2.1919, Field,Self Aerobics,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,51,22/10/2015,10/12/2015,08:45 a. m.,10:00 a. m.,50,99,Th,8.75,7, $14.00 
213.2.1920,Train Spotting,Self Aerobics,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,50,02/11/2015,14/12/2015,09:00 a. m.,09:45 a. m.,50,99,M,5.25,7, $14.00 
213.2.1908,Trainspotting,Tai Chi Mix,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,32,02/09/2015,14/10/2015,09:00 a. m.,11:00 a. m.,50,99,W,14,7, $14.00 
213.2.1917,Trap,Tai Chi Mix,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,33,21/10/2015,09/12/2015,09:00 a. m.,11:00 a. m.,50,99,W,14,7, $14.00 
213.2.1912,Travel,Yoga,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,31,12/09/2015,12/12/2015,09:00 a. m.,09:45 a. m.,50,99,Sa,6.75,9, $16.00 
213.2.1909,Travel games,Yuan Chi,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,23,25/08/2015,20/10/2015,08:45 a. m.,10:00 a. m.,50,99,Tu,11.25,9, $16.00 
213.2.1916,Traveling,Yuan Chi,Fall 2015,Closed,Active Adults (50+) Programs,Berryessa Community Center,22,27/10/2015,15/12/2015,08:45 a. m.,10:00 a. m.,50,99,Tu,10,8, $15.00 
257.2.2016,Traveling and exploration,AARP Safe Driver Class (2 days),Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,6,19/09/2015,26/09/2015,09:00 a. m.,02:00 p. m.,50,0,Sa,10,2, $8.00 
257.2.1818,Treasure Hunting,Beginning Piano & Keyboards,Fall 2015,Cancelled,Active Adults (50+) Programs,Camden Community Center,0,18/09/2015,23/10/2015,09:30 a. m.,10:20 a. m.,18,0,F,0,0, $137.00 
257.2.1961,Treasure hunting,Bridge (Drop-in),Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,7,28/08/2015,11/12/2015,09:00 a. m.,03:00 p. m.,50,0,F,90,15, $34.00 
257.2.1901,Tree climbing,Computer Basics,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,7,07/11/2015,07/11/2015,10:30 a. m.,11:30 a. m.,50,0,Sa,1,1, $-   
257.2.1902,Trekkie,Computer Basics,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,7,14/11/2015,14/11/2015,10:30 a. m.,11:30 a. m.,50,0,Sa,1,1, $-   
257.2.1903,Trekking,Computer Basics,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,4,21/11/2015,21/11/2015,10:30 a. m.,11:30 a. m.,50,0,Sa,1,1, $-   
257.2.1905,Turtle,Computer Basics,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,8,12/12/2015,12/12/2015,10:30 a. m.,11:30 a. m.,50,0,Sa,1,1, $-   
257.3.1904,Tutoring,Computer Basics,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,3,05/12/2015,05/12/2015,10:30 a. m.,11:30 a. m.,50,0,Sa,1,1, $-   
257.2.1931,Types of Recreation,Doug's Art Workshop,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,37,28/08/2015,11/12/2015,09:00 a. m.,12:30 p. m.,50,0,F,52.5,15, $34.00 
257.2.1970,US Travel,Duplicate Bridge,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,0,24/08/2015,28/12/2015,12:30 p. m.,04:00 p. m.,50,0,M,59.5,17, $34.00 
257.2.1975,Urban exploration,Duplicate Bridge,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,0,27/08/2015,17/12/2015,12:30 p. m.,04:00 p. m.,50,0,Th,56,16, $34.00 
257.2.1977,Vacation cruises,Duplicate Bridge,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,0,25/08/2015,22/12/2015,12:30 p. m.,04:00 p. m.,50,0,Tu,63,18, $34.00 
257.2.1984,Traveling,Duplicate Bridge,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,0,25/08/2015,08/12/2015,09:00 a. m.,10:30 a. m.,50,0,Tu,12,8, $12.00 
257.2.1907,Vacations,Exploring Literature,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,22,03/09/2015,19/11/2015,09:30 a. m.,11:30 a. m.,50,0,Th,24,12, $18.00 
257.2.1908,Vehicle restoration,Exploring Literature,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,24,03/12/2015,03/03/2016,09:30 a. m.,11:30 a. m.,50,0,Th,24,12, $18.00 
257.2.2015,Veterans,Financial Planning Workshop,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,14,24/09/2015,24/09/2015,03:30 p. m.,05:00 p. m.,18,0,Th,1.5,1, $-   
257.2.1985,Video Games,Line Dance,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,21,25/08/2015,08/12/2015,10:15 a. m.,11:15 a. m.,50,0,Tu,16,16, $22.00 
257.2.1981,Video games,Mah Jongg - Fri,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,5,28/08/2015,11/12/2015,01:05 p. m.,03:05 p. m.,50,0,F,30,15, $21.00 
257.2.1980,Video gaming,Mah Jongg - Mon,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,5,31/08/2015,14/12/2015,01:05 p. m.,03:05 p. m.,50,0,M,28,14, $20.00 
257.2.1988,DVD,Philanthropy Sew,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,0,21/10/2015,16/12/2015,11:31 a. m.,04:31 p. m.,50,0,W,15,3, $11.00 
257.2.1983,Video,Pickleball,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,20,19/08/2015,09/12/2015,10:00 a. m.,12:00 p. m.,50,0,W,32,16, $22.00 
257.2.1986,Videophilia,Pickleball,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,26,24/08/2015,07/12/2015,10:00 a. m.,12:00 p. m.,50,0,M,28,14, $20.00 
257.2.1928,Vintage Books,Publisher's Roundtable,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,6,03/09/2015,03/12/2015,11:30 a. m.,01:30 p. m.,50,0,Th,8,4, $12.00 
257.2.1920,Vintage car,San Jose Striders: A Walking Club,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,6,06/10/2015,12/11/2015,08:30 a. m.,09:30 a. m.,50,0,Tu Th,12,12, $-   
257.2.1909,Vintage clothing,Sewing,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,12,08/10/2015,10/12/2015,10:00 a. m.,04:00 p. m.,50,0,Th,18,3, $15.00 
257.2.1974,Vitamin supplements,Spanish Conversation & Culture,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,12,25/08/2015,08/12/2015,10:00 a. m.,12:00 p. m.,50,0,Tu,32,16, $22.00 
257.2.1978,Volleyball,Table Tennis/ Ping Pong,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,21,25/08/2015,08/12/2015,10:15 a. m.,12:15 p. m.,50,0,Tu,32,16, $22.00 
257.2.1979,Volunteering,Table Tennis/ Ping Pong,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,12,27/08/2015,10/12/2015,10:15 a. m.,12:15 p. m.,50,0,Th,30,15, $21.00 
257.2.1914,Walking,Tai Chi - Fri,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,16,28/08/2015,11/12/2015,09:00 a. m.,10:00 a. m.,50,0,F,15,15, $21.00 
257.2.1910,Walking and Hiking,Tai Chi - Mon,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,34,24/08/2015,07/12/2015,09:00 a. m.,10:30 a. m.,50,0,M,21,14, $20.00 
257.2.1973,Walking/health,Tai Chi - Mon (Advanced),Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,16,24/08/2015,07/12/2015,09:00 a. m.,10:00 a. m.,50,0,M,14,14, $20.00 
257.2.1913,Wall Art,Tai Chi - Thu,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,21,27/08/2015,10/12/2015,09:00 a. m.,10:00 a. m.,50,0,Th,15,15, $21.00 
257.2.1911,Want further mailings,Tai Chi - Tue,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,20,25/08/2015,08/12/2015,09:00 a. m.,10:30 a. m.,50,0,Tu,24,16, $22.00 
257.2.1912,Wargames,Tai Chi - Wed,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,25,26/08/2015,09/12/2015,09:00 a. m.,10:00 a. m.,50,0,W,15,15, $21.00 
257.2.1917,Warships,Tai Chi - Wed (Beginning),Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,25,26/08/2015,16/12/2015,09:00 a. m.,10:00 a. m.,50,0,W,16,16, $22.00 
257.2.1982,Watching Movies,Yuan Chi Dance,Fall 2015,Closed,Active Adults (50+) Programs,Camden Community Center,11,31/08/2015,14/12/2015,10:30 a. m.,11:30 a. m.,50,0,M,14,14, $20.00 
256.2.1937,Watching Sports,Bridge - Duplicate,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,25,28/08/2015,11/12/2015,10:00 a. m.,02:00 p. m.,50,0,F,60,15, $38.00 
256.2.1980,Watching TV,Computer Basics Level 1,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,0,16/09/2015,02/10/2015,09:00 a. m.,11:00 a. m.,50,0,W F,12,6, $20.00 
256.2.1981,Watching movies,Computer Basics Level 2,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,0,21/10/2015,06/11/2015,09:00 a. m.,11:00 a. m.,50,0,W F,12,6, $20.00 
256.2.1924,Water Polo,Hearing Impaired Senior Support Group,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,0,02/09/2015,16/12/2015,09:00 a. m.,02:30 p. m.,50,0,W,44,8, $24.00 
256.2.1915,Water Skiing,Korean Dance Group,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,2,22/09/2015,24/11/2015,01:00 p. m.,03:00 p. m.,50,0,Tu,22,11, $18.00 
256.2.1919,Water sports,Low Vision Senior Support Group,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,0,16/09/2015,16/12/2015,10:00 a. m.,11:30 a. m.,50,0,W,6,4, $16.00 
256.2.1907,Watercolor Paintings,Painting Group,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,19,14/09/2015,14/12/2015,12:00 p. m.,03:00 p. m.,50,0,M,36,12, $32.00 
256.2.1927,Weather Forecasting,ROMEOS,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,5,17/09/2015,17/12/2015,09:30 a. m.,11:30 a. m.,50,0,Th,8,4, $12.00 
256.2.1901,Weaving,Video Exercise,Fall 2015,Closed,Active Adults (50+) Programs,Cypress Community & Senior Center,5,14/09/2015,16/12/2015,09:00 a. m.,10:00 a. m.,50,0,M W,24,24, $32.00 
215.2.1922,Websites,Doug's Art Workshop,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,13,06/10/2015,15/12/2015,12:30 p. m.,03:00 p. m.,50,0,Tu,27.5,11, $19.00 
215.2.1970,Weight training,Quilters,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,12,07/10/2015,16/12/2015,12:30 p. m.,03:30 p. m.,50,0,W,30,10, $20.00 
215.2.1895,Weightlifting,Spanish Language Class: Level 1,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,10,21/09/2015,02/11/2015,10:00 a. m.,11:30 a. m.,50,0,M,9,6, $42.00 
215.2.1896,White Water Rafting,Spanish Language Class: Level 2,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,6,23/09/2015,28/10/2015,10:00 a. m.,11:30 a. m.,50,0,W,9,6, $42.00 
215.2.1973,Whitewater rafting,Tai Chi,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,25,19/10/2015,14/12/2015,08:50 a. m.,09:50 a. m.,50,0,M,9,9, $15.00 
215.2.1988,Wildlife safari   Snorkeling A,Video Exercise,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,11,02/09/2015,30/09/2015,10:00 a. m.,11:15 a. m.,50,0,W,12.5,10, $5.00 
215.2.1989,Wildlife,Video Exercise,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,18,04/09/2015,25/09/2015,10:00 a. m.,11:15 a. m.,50,0,F,5,4, $4.00 
215.2.1990,Wind Surfing,Video Exercise,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,19,14/09/2015,28/09/2015,10:00 a. m.,11:15 a. m.,50,0,M,3.75,3, $11.00 
215.2.1991,Windsurfing,Video Exercise,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,15,07/10/2015,28/10/2015,10:00 a. m.,11:15 a. m.,50,0,W,5,4, $12.00 
215.2.1992,Windsurfing Kayaking,Video Exercise,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,22,02/10/2015,30/10/2015,10:00 a. m.,11:15 a. m.,50,0,F,6.25,5, $12.00 
215.2.1993,Wine Appreciation,Video Exercise,Fall 2015,Closed,Active Adults (50+) Programs,Evergreen Community Center,20,05/10/2015,26/10/2015,10:00 a. m.,11:15 a. m.,50,0,M,3.75,3, $12.00 
